title,description,cleaned_text
Praktikum bei den OeNB Editors and Translators,Übersetzen – überwiegend vom Deutschen ins Englische - Redigieren englischsprachiger und deutschsprachiger Texte - Qualitätssicherung von Übersetzungen - Terminologiearbeit … Laufendes Translationsstudium (Masterstudium oder vergleichbar) mit Deutsch als Mutter- bzw. Bildungssprache und Englisch als erster … ,bersetzen berwiegend vom deutschen in englische redigieren englischsprachiger und deutschsprachiger texte qualit tssicherung von bersetzungen terminologiearbeit laufendes translationsstudium masterstudium oder vergleichbar mit deutsch al mutter bzw bildungssprache und englisch al erster
Lehrling zum/zur Bankkaufmann/-frau,"Mit einer Lehre als Bankkauffrau/-mann wirst du zum Bankprofi. Wir fördern dich in jeder Hinsicht und geben dir die Chance, dich beruflich und persönlich zu entwickeln. Von Anfang an wirst du in die Abläufe einer Bankfiliale integriert und bist Teil des Teams",mit einer lehre al bankkauffrau mann wirst du zum bankprofi wir f rdern dich jeder hinsicht und geben dir die chance dich beruflich und pers nlich zu entwickeln von anfang wirst du die abl ufe einer bankfiliale integriert und bist teil de team
Software Developer im Bereich der Kartensysteme und Electronic Banking (w/m/d),"Du hast Freude an der Software Entwicklung sowie deren Konzeption und interessierst dich für spannende Aufgaben im Bereich unserer Kartensysteme? Dann haben wir die richtige Herausforderung für dich! Wir suchen Verstärkung für unseren Aufgabenbereich am Großrechner (PL1, DB2) mit Optionen auch in … ",du hast freude der software entwicklung sowie deren konzeption und interessierst dich f r spannende aufgaben im bereich unserer kartensysteme dann haben wir die richtige herausforderung f r dich wir suchen verst rkung f r unseren aufgabenbereich gro rechner pl db mit optionen auch
Software Developer Core Banking System (w/m/d),"Du implementierst die fachlichen Anforderungen im Großrechnerumfeld (PL/1, DB2, CICS) * Du bist für die technische Konzeption von Bank-Applikationen zuständig * Du begleitest die IT-Projekte im Software-Entwicklungsprozess … IT-Ausbildung (EDV-HTL oder Informatikstudium/Fachhochschule oder HAK/EDV-Zweig bzw … ",du implementierst die fachlichen anforderungen im gro rechnerumfeld pl db cics du bist f r die technische konzeption von bank applikationen zust ndig du begleitest die projekte im software entwicklungsprozess ausbildung edv htl oder informatikstudium fachhochschule oder hak edv zweig bzw
Privatkundenbetreuer (m/w/d),Betreuung und Beratung zugeordneter Kund:innen in allen finanziellen Angelegenheiten (Fokus Privat- und Gewerbekundengeschäft) * Erarbeitung und Verkauf bedarfsgerechter Finanzlösungen … Idealerweise Bankerfahrung in der Kundenbetreuung,betreuung und beratung zugeordneter kund innen allen finanziellen angelegenheiten fokus privat und gewerbekundengesch ft erarbeitung und verkauf bedarfsgerechter finanzl sungen idealerweise bankerfahrung der kundenbetreuung
Privatkundenbetreuer (m/w/d),"Betreuung und Beratung zugeordneter Kund:innen in allen finanziellen Angelegenheiten (Veranlagung, Finanzierung, Konto/Zahlungsverkehr, Versicherungen) … Berufserfahrung in der Kundenbetreuung einer Bank sowie abgeschlossene Kundenberaterausbildung",betreuung und beratung zugeordneter kund innen allen finanziellen angelegenheiten veranlagung finanzierung konto zahlungsverkehr versicherungen berufserfahrung der kundenbetreuung einer bank sowie abgeschlossene kundenberaterausbildung
Servicebankmitarbeiter (m/w/d),"Denn so schaffen wir gemeinsam ein dynamisches Arbeitsumfeld, bieten jedem Teammitglied vielfältige Aufgabenstellungen und garantieren einen sicheren … sie z.B. bei der digitalen Abwicklung von Zahlungen, gibst Auskunft über Online-Banking-Funktionen sowie App-Lösungen und unterstützt sie an den SB … ",denn schaffen wir gemeinsam ein dynamisches arbeitsumfeld bieten jedem teammitglied vielf ltige aufgabenstellungen und garantieren einen sicheren sie z b bei der digitalen abwicklung von zahlungen gibst auskunft ber online banking funktionen sowie app l sungen und unterst tzt sie den sb
Junior Corporate Banking,Dienstort: Graz - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Kundenbetreuung Corporates - Unternehmen: Steiermärkische Sparkasse - Als Mitarbeiter:in der Steiermärkische Sparkasse-Gruppe werden Sie Teil unseres international tätigen Finanzinstituts mit rund 8.000 Mitarbeiter:innen an knapp … ,dienstort graz arbeitszeitausma vollzeit berufsfeld kundenbetreuung corporates unternehmen steierm rkische sparkasse al mitarbeiter der steierm rkische sparkasse gruppe werden sie teil unseres international tigen finanzinstituts mit rund mitarbeiter innen knapp
Lehrling Bankkaufmann/-frau,"Die Raiffeisenbank Fuschlsee West in Hof bei Salzburg sucht ab Sommer 2023 einen Lehrling als - Bankkaufmann/-frau Lehrlingsentschädigung: 1. Lehrjahr € 925,77 - Anforderungen: Kaufmännisches Interesse - Nähere Infos und Bewerbung: Raiffeisenbank Fuschlsee West eGen",die raiffeisenbank fuschlsee west hof bei salzburg sucht ab sommer einen lehrling al bankkaufmann frau lehrlingsentsch digung lehrjahr anforderungen kaufm nnisches interesse n info und bewerbung raiffeisenbank fuschlsee west egen
Private Banking / Wealth Management Senior Berater:in,Langjährige Erfahrung in der Anlageberatung * Sehr gutes Netzwerk im Kundensegment * Freude an der Gewinnung von Neukund:innen * Fundierte kaufmännische Bankausbildung * Wertpapierwissen und Praxiserfahrung in der Anlageberatung * Ausgeprägte Kommunikationsfähigkeit und Einsatzbereitschaft,langj hrige erfahrung der anlageberatung sehr gutes netzwerk im kundensegment freude der gewinnung von neukund innen fundierte kaufm nnische bankausbildung wertpapierwissen und praxiserfahrung der anlageberatung ausgepr gte kommunikationsf higkeit und einsatzbereitschaft
Privatkundenbetreuer (m/w/d) - BKS Bank,"Privatkundenbetreuer - Privatkundenbetreuer - Andritz , Vollzeit , mit Berufserfahrung - Derzeit sind wir auf der Suche nach einem Privatkundenbetreuer (m/w/d) für unsere Filiale in Andritz - BKS Bank - Aus- und Weiterbildung, Frauenkarriere",privatkundenbetreuer privatkundenbetreuer andritz vollzeit mit berufserfahrung derzeit sind wir auf der suche nach einem privatkundenbetreuer w f r unsere filiale andritz bk bank au und weiterbildung frauenkarriere
Bankkaufmann/-frau - bei der Raiffeisenbank Im Rheintal,Anforderungen an die Lehrstelle Du hast deine Pflichtschulausbildung mit Erfolg abgeschlossen - Du möchtest dir umfangreiche Kenntnisse und Kompetenzen im Bankwesen aneignen - Du bist gut organisiert und arbeitest gerne und verlässlich - Du arbeitest gerne im Team und hast Spaß am Kontakt mit anderen … ,anforderungen die lehrstelle du hast deine pflichtschulausbildung mit erfolg abgeschlossen du chtest dir umfangreiche kenntnisse und kompetenzen im bankwesen aneignen du bist gut organisiert und arbeitest gerne und verl sslich du arbeitest gerne im team und hast spa kontakt mit anderen
Revisor für die Bankenprüfung (m/w/d),Flexibilität | Work-Life-Balance | Weiterentwicklung - Wien - Vollzeit … die Verantwortung für die Prüfung von Jahres- und Konzernabschlüssen nach lokalen (UGB) und internationalen Rechnungslegungsgrundsätzen (IFRS) im Bankenbereich,flexibilit work life balance weiterentwicklung wien vollzeit die verantwortung f r die pr fung von jahres und konzernabschl ssen nach lokalen ugb und internationalen rechnungslegungsgrunds tzen ifrs im bankenbereich
Commis de Rang (m/w/d) The Bank Brasserie & Bar,In unserer Bar darfst du eine Reise in die vergangene Zeit der ehemaligen Bank machen … Upselling und Betreuung/Beratung unserer anspruchsvollen internationalen Gäste - Mitarbeit im Tages- und Abendgeschäft - Sicherstellung der hohen Qualitäts- und Hygienestandards,unserer bar darfst du eine reise die vergangene zeit der ehemaligen bank machen upselling und betreuung beratung unserer anspruchsvollen internationalen g ste mitarbeit im tages und abendgesch ft sicherstellung der hohen qualit t und hygienestandards
Vor-Ort-Bankenprüfer:in mit Kompetenzschwerpunkt ICT Risiko inkl. DQ-Management,Als Teil eines bis zu zehnköpfigen Teams nehmen Sie an Prüfungen von europäischen Großbanken („Significant Institutions“) teil … Ihre Erkenntnisse diskutieren und präsentieren Sie innerhalb des Prüfteams und vertreten diese gegenüber den geprüften Banken,al teil eines bi zu zehnk pfigen team nehmen sie pr fungen von europ ischen gro banken significant institution teil ihre erkenntnisse diskutieren und pr sentieren sie innerhalb de pr fteams und vertreten diese gegen ber den gepr ften banken
"Senior Manager:in Beratung Banken und IT ""push your career"" (w/m/d)",Das Umfeld im Banking ist Ihre Expertise … Sie sind Managementberater:in mit Leib und Seele und fühlen sich in der Welt der Technologietransformation zu Hause und möchten sich weiter entwickeln. Diese verantwortungsvolle Position ist der perfekte nächste Karriereschritt für Manager:innen aus dem … ,da umfeld im banking ist ihre expertise sie sind managementberater mit leib und seele und f hlen sich der welt der technologietransformation zu hause und chten sich weiter entwickeln diese verantwortungsvolle position ist der perfekte n chste karriereschritt f r manager innen au dem
Lehrling Bankkaufmann/-frau *,Die BAWAG hat 2.1 Millionen KundInnen und zählt zu den größten Banken Österreichs … Du lernst unsere internen Systeme und Standard-Produktpalette kennen. Du übst in Trainings KundInnen anzusprechen und mit ihnen zu kommunizieren,die bawag hat millionen kundinnen und z hlt zu den gr ten banken sterreichs du lernst unsere internen systeme und standard produktpalette kennen du bst training kundinnen anzusprechen und mit ihnen zu kommunizieren
Software-Developer im Banken-Kreditbereich in Voll-/Teilzeit (w/m/d)," … Neu- und Weiterentwicklung von Software-Produkten im Kredit-Umfeld der 3 Banken Gruppe mit und beteiligst dich dabei am gesamten Software-Entwicklungsprozess … Du arbeitest im Großrechner-Bereich (PL/1, SQL, DB2, CICS) * Du wirst bei deiner Aufgabe durch modernste Werkzeuge unterstützt (bspw",neu und weiterentwicklung von software produkten im kredit umfeld der banken gruppe mit und beteiligst dich dabei gesamten software entwicklungsprozess du arbeitest im gro rechner bereich pl sql db cics du wirst bei deiner aufgabe durch modernste werkzeuge unterst tzt bspw
Privatkundenbetreuer:in,Von der Bedarfserhebung bis zum Verkauf: Alle erhalten von Ihnen maßgeschneiderte individuelle Finanzlösungen - mit Empathie auf den Punkt gebracht … Sie haben eine kaufmännische Ausbildung auf Maturaniveau oder sogar eine Bankausbildung absolviert,von der bedarfserhebung bi zum verkauf alle erhalten von ihnen geschneiderte individuelle finanzl sungen mit empathie auf den punkt gebracht sie haben eine kaufm nnische ausbildung auf maturaniveau oder sogar eine bankausbildung absolviert
AssistentIn für das Private Banking (m/w/d),Unterstützung des Private Banking bei allen administrativen und organisatorischen Belangen * Bearbeitung diverser Kundenanliegen * Vor- und Nachbereitung von Kundenterminen * Vorbereitung von Kundenunterlagen und Präsentationen sowie Erstellung von diversen Auswertungen,unterst tzung de private banking bei allen administrativen und organisatorischen belangen bearbeitung diverser kundenanliegen vor und nachbereitung von kundenterminen vorbereitung von kundenunterlagen und pr sentationen sowie erstellung von diversen auswertungen
AssistentIn Private Banking,"100% Salzburg Young Professional - Wir sind eine erfolgreiche, stark wachsende Privatbank mit Schweizer Wurzeln. Unser Kerngeschäft ist die Vermögensverwaltung und strategische Vermögensberatung. Für die Mitarbeit in unserem Private Banking-Team suchen wir eine interessierte und tatkräftige Unterstützung",salzburg young professional wir sind eine erfolgreiche stark wachsende privatbank mit schweizer wurzeln unser kerngesch ft ist die verm gensverwaltung und strategische verm gensberatung f r die mitarbeit unserem private banking team suchen wir eine interessierte und tatkr ftige unterst tzung
Assistent:in Private Banking m/w/d,"100% Wien Professional - Wir sind eine erfolgreiche, stark wachsende Privatbank mit Schweizer Wurzeln. Unser Kerngeschäft ist die Vermögensverwaltung und strategische Vermögensberatung. Für die Mitarbeit in unserem Private Banking-Team suchen wir eine interessierte und tatkräftige Unterstützung",wien professional wir sind eine erfolgreiche stark wachsende privatbank mit schweizer wurzeln unser kerngesch ft ist die verm gensverwaltung und strategische verm gensberatung f r die mitarbeit unserem private banking team suchen wir eine interessierte und tatkr ftige unterst tzung
Private Banker:in m/w/d,"100% Wien oder Salzburg Professional - Wir sind eine erfolgreiche, stark wachsende Privatbank mit Schweizer Wurzeln. Unser Kerngeschäft ist die Vermögensverwaltung und strategische Vermögensberatung. Für unser Private Banking-Team suchen wir eine engagierte … daran hat, die Zukunft unserer Bank mitzugestalten",wien oder salzburg professional wir sind eine erfolgreiche stark wachsende privatbank mit schweizer wurzeln unser kerngesch ft ist die verm gensverwaltung und strategische verm gensberatung f r unser private banking team suchen wir eine engagierte daran hat die zukunft unserer bank mitzugestalten
Geschäftsleitung / Raiffeisenbank (m/w/d),"Ergebnisorientierte Steuerung der Bank mit Bedacht auf die Einhaltung aufsichtsrechtlicher Vorgaben sowie Raiffeisen-Werten, strategische und operative Führung … des nachhaltigen Erfolges und der zukunftsorientierten Ausrichtung der Bank in Abstimmung mit den Geschäftsleiter-KollegInnen, Evaluierung … ",ergebnisorientierte steuerung der bank mit bedacht auf die einhaltung aufsichtsrechtlicher vorgaben sowie raiffeisen werten strategische und operative f hrung de nachhaltigen erfolges und der zukunftsorientierten ausrichtung der bank abstimmung mit den gesch ftsleiter kolleginnen evaluierung
Privatkundenbetreuer:in,"Wir begegnen Menschen mit viel Respekt, Empathie und Verständnis für ihre unterschiedlichen Lebensgeschichten. Das gilt für unsere Kund:innen genauso, wie für unsere Mitarbeiter:innen. Modernstes Banking in angenehmer und respektvoller Arbeitsatmosphäre zeichnet unser erfolgreiches Unternehmen aus",wir begegnen menschen mit viel respekt empathie und verst ndnis f r ihre unterschiedlichen lebensgeschichten da gilt f r unsere kund innen genauso wie f r unsere mitarbeiter innen modernstes banking angenehmer und respektvoller arbeitsatmosph zeichnet unser erfolgreiches unternehmen au
Bankkaufmann/Bankkauffrau,Idealerweise bringst du folgende Voraussetzungen mit: Organisationstalent - Sprachliches Ausdrucksvermögen - Gute Umgangsformen - Kaufmännisches Interesse - Eigeninitiative - Sorgfalt - Spaß am Kontakt mit anderen Menschen … Raiffeisenbank Im Rheintal,idealerweise bringst du folgende voraussetzungen mit organisationstalent sprachliches ausdrucksverm gen gute umgangsformen kaufm nnisches interesse eigeninitiative sorgfalt spa kontakt mit anderen menschen raiffeisenbank im rheintal
Chef de Rang - The Bank Brasserie & Bar (m/w/d),In unserer Bar darfst du eine Reise in die vergangene Zeit der ehemaligen Bank machen … Verantwortung übernehmen - Training & Coaching deines Teams - Upselling und Betreuung/Beratung unserer anspruchsvollen internationalen Gäste - Eigenständiges Führen einer Station,unserer bar darfst du eine reise die vergangene zeit der ehemaligen bank machen verantwortung bernehmen training coaching deines team upselling und betreuung beratung unserer anspruchsvollen internationalen g ste eigenst ndiges f hren einer station
Lehrling Bankkauffrau/-mann mit oder ohne Matura - Bereich Nachhaltigkeit,Du hilfst uns bei der Bewusstseinsbildung zum Thema Nachhaltigkeit innerhalb der RLB Tirol AG. Du erstellst Texte und Präsentationen zum Thema Nachhaltigkeit … Du möchtest dir umfangreiche Kenntnisse und Kompetenzen in der Bank aneignen,du hilfst un bei der bewusstseinsbildung zum thema nachhaltigkeit innerhalb der rlb tirol ag du erstellst texte und pr sentationen zum thema nachhaltigkeit du chtest dir umfangreiche kenntnisse und kompetenzen der bank aneignen
Servicekundenbetreuer:in,"Sie unterstützen unsere Kunden in allen Angelegenheiten des Zahlungsverkehrs. Dazu zählen die Kontoauszugsverwaltung, die Pflege der Kundendaten, die Betreuung der SB-Geräte, die Bearbeitung und Bestellung von Bankkarten sowie das … Attraktive Mitarbeiterkonditionen bei Bankgeschäften",sie unterst tzen unsere kunden allen angelegenheiten de zahlungsverkehrs dazu z hlen die kontoauszugsverwaltung die pflege der kundendaten die betreuung der sb ger te die bearbeitung und bestellung von bankkarten sowie da attraktive mitarbeiterkonditionen bei bankgesch ften
Mitarbeiter:in Marktfolge Banksteuerung & Regulatorik,"Sie leisten einen wesentlichen Beitrag zur Erreichung der Unternehmensziele durch Weiterentwicklung der internen Prozesse und des Kontrollumfeldes aus den … Dabei arbeiten sie mit Markt- und Marktfolgebereichen der Bank sowie der ausgelagerten externen Innenrevision zusammen, führen selbständig … ",sie leisten einen wesentlichen beitrag zur erreichung der unternehmensziele durch weiterentwicklung der internen prozesse und de kontrollumfeldes au den dabei arbeiten sie mit markt und marktfolgebereichen der bank sowie der ausgelagerten externen innenrevision zusammen f hren selbst ndig
Customer Service (w/m/d) Bankenbereich / Home Office,"Unterstützung des Filialbetriebs und Vereinbarung von Beratungsterminen für Bankberater:innen … Matura oder Lehrabschluss • Hervorragende Deutschkenntnisse (mind. C1) sowie gute Englischkenntnisse (B1-B2) • Genauigkeit, Kommunikationsfähigkeit und hohes Maß an Kundenorientierung",unterst tzung de filialbetriebs und vereinbarung von beratungsterminen f r bankberater innen matura oder lehrabschluss hervorragende deutschkenntnisse mind c sowie gute englischkenntnisse b b genauigkeit kommunikationsf higkeit und hohes kundenorientierung
Senior Java Webapplication Developer Internetbanking (w/m/d),"Du wirst dir unsere Anwendung(en) genau anschauen, herausarbeiten wie das alles im Hintergrund aufgebaut ist und so schnell Verbesserungsmöglichkeiten aufzeigen … Deine Ideen wirst konkret ausarbeiten und in kleiner Runde präsentieren wie du dir die Umsetzung vorstellst … 3 Banken IT GmbH, Untere … ",du wirst dir unsere anwendung en genau anschauen herausarbeiten wie da alles im hintergrund aufgebaut ist und schnell verbesserungsm glichkeiten aufzeigen deine ideen wirst konkret ausarbeiten und kleiner runde pr sentieren wie du dir die umsetzung vorstellst banken gmbh untere
Java Developer Internetbanking (w/m/d),"Zu Beginn wirst du klar formulierte, voranalysierte Anforderungen umsetzen, dabei das System immer besser kennenlernen und auch einige Kniffe von den alten … Sobald du dich in deinen Fachbereich gut eingearbeitet hast, wirst du auch selbst Anforderungen analysieren, und dazu eine passende kreative … ",zu beginn wirst du klar formulierte voranalysierte anforderungen umsetzen dabei da system immer besser kennenlernen und auch einige kniffe von den alten sobald du dich deinen fachbereich gut eingearbeitet hast wirst du auch selbst anforderungen analysieren und dazu eine passende kreative
Privatkundenbetreuer (m/w/d),"Privatkundenbetreuer … Umfassende Betreuung zugeordneter Privatkund:innen mit Schwerpunkt in der Wohnbaufinanzierung und/oder Veranlagung * Umsichtige Bedarfserhebung, Erarbeitung und Verkauf individueller Finanzlösungen * Pflege bestehender und Aufbau neuer Kundenbeziehungen",privatkundenbetreuer umfassende betreuung zugeordneter privatkund innen mit schwerpunkt der wohnbaufinanzierung und oder veranlagung umsichtige bedarfserhebung erarbeitung und verkauf individueller finanzl sungen pflege bestehender und aufbau neuer kundenbeziehungen
Bank-Kassierer*in,Für einen Geldwechselanbieter mit Standort am Flughafen Schwechat suchen wir derzeit Mitarbeiter*innen. Folgende Aufgaben werden Sie übernehmen: An- und Verkauf von Fremdwährungen … Verkauf bankspezifischer Produkte z.B. Buy-Back-Garantie,f r einen geldwechselanbieter mit standort flughafen schwechat suchen wir derzeit mitarbeiter innen folgende aufgaben werden sie bernehmen und verkauf von fremdw hrungen verkauf bankspezifischer produkte z b buy back garantie
(Senior) Consultant Core Banking Platform (m/f/x),Location: Vienna ICON Tower Employment: Full-time Effective immediately Remote possible … Delivery of challenging core banking transformation and implementation projects of (inter)national financial service providers with the market leading experts,location vienna icon tower employment full time effective immediately remote possible delivery challenging core banking transformation implementation project inter national financial service provider market leading expert
Private Banking Berater (m/w/d),Starten Sie Ihre Karriere bei der Hausbank der Zukunft als … PRIVATE BANKING DORNBIRN MARKTPLATZ - IHRE HERAUSFORDERUNGEN – im Überblick - Ganzheitliche Beratung unserer Private Banking - Kunden - Vermögensstrukturanalysen - Anlagestruktur und Einzelanalyse von Wertpapieren,starten sie ihre karriere bei der hausbank der zukunft al private banking dornbirn marktplatz ihre herausforderungen im berblick ganzheitliche beratung unserer private banking kunden verm gensstrukturanalysen anlagestruktur und einzelanalyse von wertpapieren
"Key Account Manager (m/w/d) - High End Media - Fokus Immobilien, Luxury, Life Sciences oder Banking","FOKUS IMMOBILIEN, LUXURY, LIFE SCIENCES ODER BANKING - STANDORT: WIEN, ÖSTERREICH - ARBEITSMODELL: ANGESTELLT, AB 35 H/WOCHE, HYBRID WORKING - GEHALTSBENCHMARK: AB EUR 70T BRUTTO PRO JAHR (++) JOB DESCRIPTION - Ihr Arbeitgeber ist eine der führenden Mediengruppen im deutschsprachigen Raum im High-End-Segment und … ",fokus immobilien luxury life science oder banking standort wien sterreich arbeitsmodell angestellt ab h woche hybrid working gehaltsbenchmark ab eur brutto pro jahr job description ihr arbeitgeber ist eine der f hrenden mediengruppen im deutschsprachigen raum im high end segment und
"Sparkasse Eferding-Peuerbach-Waizenkirchen sucht 3 Servicemitarbeiter:innen (m/w/d) für die Regionen Eferding, Peuerbach und Waizenkirchen","Sparkasse - Eferding-Peuerbach-Waizenkirchen … TIPP: Quereinsteiger:in zur Sparkassenmitarbeiter:in gesucht! Sie lieben den Kundenkontakt und begeistern sich dafür, andere Menschen zu unterstützen? Sie suchen nach einer neuen beruflichen Herausforderung",sparkasse eferding peuerbach waizenkirchen tipp quereinsteiger zur sparkassenmitarbeiter gesucht sie lieben den kundenkontakt und begeistern sich daf r andere menschen zu unterst tzen sie suchen nach einer neuen beruflichen herausforderung
Sparkasse Eferding-Peuerbach-Waizenkirchen sucht Reinigungskraft (w/m/d) 26 Stunfen für den Standort Peuerbach,"Sparkasse- Eferding-Peuerbach Wir suchen Dich … Die Entlohnung beträgt 1.407,25 EUR Brutto - Je nach Qualifikation ist eine Überzahlung möglich. Wir freuen uns auf Ihre Bewerbung! Diese richten Sie bitte an Frau - Tel: 05 0100 42113 - Sparkasse Eferding-Peuerbach-Waizenkirchen",sparkasse eferding peuerbach wir suchen dich die entlohnung betr gt eur brutto je nach qualifikation ist eine berzahlung glich wir freuen un auf ihre bewerbung diese richten sie bitte frau tel sparkasse eferding peuerbach waizenkirchen
Individualkundenbetreuer (m/w/d),Aktiver Verkauf der Produkt- und Dienstleistungspalette mit dem Schwerpunkt Wertpapiere und Versicherungen * Individuelle Unterstützung der Stammkunden und Akquisition neuer Privatkunden * Aktive Beratung im Umgang mit der Online Banking Plattform und der Mobilen App,aktiver verkauf der produkt und dienstleistungspalette mit dem schwerpunkt wertpapiere und versicherungen individuelle unterst tzung der stammkunden und akquisition neuer privatkunden aktive beratung im umgang mit der online banking plattform und der mobilen app
Privatkundenbetreuer (m/w/d),"Aktive, umfassende und intensive Betreuung unserer gehobenen Privatkunden und Kleinunternehmen * Durchführung von Bedarfsanalysen sowie Erstellung von bedarfsgerechten Angeboten … abgeschlossene kaufmännische Ausbildung (Bankausbildung)",aktive umfassende und intensive betreuung unserer gehobenen privatkunden und kleinunternehmen durchf hrung von bedarfsanalysen sowie erstellung von bedarfsgerechten angeboten abgeschlossene kaufm nnische ausbildung bankausbildung
Privatkundenbetreuer (m/w/d),"Denn so schaffen wir gemeinsam ein dynamisches Arbeitsumfeld, bieten jedem Teammitglied vielfältige Aufgabenstellungen und garantieren einen sicheren … Mindestens 3 Jahre Bankerfahrung, vorzugsweise aus dem Raiffeisensektor",denn schaffen wir gemeinsam ein dynamisches arbeitsumfeld bieten jedem teammitglied vielf ltige aufgabenstellungen und garantieren einen sicheren mindestens jahre bankerfahrung vorzugsweise au dem raiffeisensektor
Lehre als Bankkaufmann/Bankkauffrau 2023 (m/w/d),Neunkirchen oder Wiener Neustadt - Gestalte deine Zukunft - mit deinen Kompetenzen - Lerne bei uns ein/e kompetente/r Ansprechpartner/in in allen Finanzierungs- und Anlagefragen zu werden … Steig ein und gestalte mit uns die Bank der Zukunft,neunkirchen oder wiener neustadt gestalte deine zukunft mit deinen kompetenzen lerne bei un ein e kompetente r ansprechpartner allen finanzierungs und anlagefragen zu werden steig ein und gestalte mit un die bank der zukunft
Lehre als Bankkaufmann/Bankkauffrau 2023 (m/w/d),Wien - Gestalte deine Zukunft - mit deinen Kompetenzen - Lerne bei uns ein/e kompetente/r Ansprechpartner/in in allen Finanzierungs- und Anlagefragen zu werden. Später übernimmst Du die Betreuung eines interessanten Kundenkreises und ermöglichst vielen Menschen ihre Träume und Pläne zu verwirklichen,wien gestalte deine zukunft mit deinen kompetenzen lerne bei un ein e kompetente r ansprechpartner allen finanzierungs und anlagefragen zu werden sp ter bernimmst du die betreuung eines interessanten kundenkreises und erm glichst vielen menschen ihre tr ume und pl ne zu verwirklichen
Servicekundenbetreuer/-in (m/w/d),"Umfassende Kundenberatung in allen finanziellen Angelegenheiten - Proaktiver Verkauf von Bankprodukten und Bankdienstleistungen: Sparen & Anlegen, Konto & Karte, Finanzieren & Leasen sowie Wertpapiere und Versicherungen … der Kunden im Umgang mit der Online Banking Plattform VKB CONNECT und VKB Pay … ",umfassende kundenberatung allen finanziellen angelegenheiten proaktiver verkauf von bankprodukten und bankdienstleistungen sparen anlegen konto karte finanzieren leasen sowie wertpapiere und versicherungen der kunden im umgang mit der online banking plattform vkb connect und vkb pay
Lehrling Bankkauffrau / Bankkaufmann,"Sparkasse Schwaz AG … Berufsschule - Du engagierst dich in der Berufsschule und bei internen Trainings, wo du das notwendige Know-How lernst - Dein Background - Erfolgreicher Schulabschluss mit guten schulischen Leistungen und hohe Motivation für den Start in die Lehre",sparkasse schwaz ag berufsschule du engagierst dich der berufsschule und bei internen training wo du da notwendige know lernst dein background erfolgreicher schulabschluss mit guten schulischen leistungen und hohe motivation f r den start die lehre
Bankkaufmann / Bankkauffrau,"Für die Bankstellen der Raiffeisen-Landesbank Steiermark AG an den Standorten Graz, Leibnitz und Frohnleiten suchen wir engagierte - Lehrlinge zur Bankkauffrau/zum Bankkaufmann - Du bist kommunikativ, kannst dich super in deine Mitmenschen hineinversetzen und verstehst sofort, was sie gerade brauchen",f r die bankstellen der raiffeisen landesbank steiermark ag den standorten graz leibnitz und frohnleiten suchen wir engagierte lehrlinge zur bankkauffrau zum bankkaufmann du bist kommunikativ kannst dich super deine mitmenschen hineinversetzen und verstehst sofort sie gerade brauchen
"General Banker (m/w/d), Gmunden",Kontakt ... Tel.: +43 7242 481-215 - MY JOB: Matura oder Lehrabschluss in der Tasche und heiß auf den Jobeinstieg? Studium war doch nicht das Richtige? Oder haben Sie genug von Ihrer Branche und Lust auf einen Tapetenwechsel … Bank klingt spannend,kontakt tel job matura oder lehrabschluss der tasche und hei auf den jobeinstieg studium war doch nicht da richtige oder haben sie genug von ihrer branche und lust auf einen tapetenwechsel bank klingt spannend
"Zählkraft Banknote (m/w/d, Vollzeit/Teilzeit)",Zählung der Banknoten mittels eigens vorgesehenen Zählmaschinen * Bewahrung eines reibungslosen Ablaufes * Entnahme und Verpackung der gezählten Banknoten * Verantwortungsvolle Echtheitsprüfung der Noten * Lösungs- und prozessorientierte Behebung möglicher Differenzen,z hlung der banknoten mittels eigen vorgesehenen z hlmaschinen bewahrung eines reibungslosen ablaufes entnahme und verpackung der gez hlten banknoten verantwortungsvolle echtheitspr fung der noten l sung und prozessorientierte behebung glicher differenzen
Lehrling Bankkauffrau/-mann mit oder ohne Matura,"Ein sicherer Arbeitsplatz in der Region mit attraktiven Sozialleistungen (z. B. Mitarbeiterkonditionen, u.v.m.). WAS DU FÜR DIESEN JOB MITBRINGEN SOLLTEST … Du möchtest dir umfangreiche Kenntnisse und Kompetenzen in der Bank aneignen",ein sicherer arbeitsplatz der region mit attraktiven sozialleistungen z b mitarbeiterkonditionen u v du f r diesen job mitbringen solltest du chtest dir umfangreiche kenntnisse und kompetenzen der bank aneignen
Junior Kommerzkundenbetreuer:in,Aufbau von nachhaltigen Kundenbeziehungen und Neukundenakquise. Entwicklung von individuellen Lösungen für die finanzielle Gesundheit der Kommerzkund:innen … Absolvierung von Lehrgängen und Ausbildungen über unsere Sparkassenakademie,aufbau von nachhaltigen kundenbeziehungen und neukundenakquise entwicklung von individuellen l sungen f r die finanzielle gesundheit der kommerzkund innen absolvierung von lehrg ngen und ausbildungen ber unsere sparkassenakademie
